"artist","attack","cardClass","classes__001","classes__002","classes__003","collectible","collectionText","cost","dbfId","entourage__-","faction","entourage","durability","elite","flavor","howToEarn","health","hideStats","howToEarnGolden","id","mechanics__001","multiClassGroup","mechanics__002","mechanics__003","mechanics__004","name","playRequirements__REQ_FRIENDLY_MINION_DIED_THIS_GAME","playRequirements__REQ_MINION_OR_ENEMY_HERO","playRequirements__REQ_STEADY_SHOT","playRequirements__REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY","playRequirements__REQ_ENEMY_WEAPON_EQUIPPED","playRequirements__REQ_DAMAGED_TARGET","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS","playRequirements__REQ_WEAPON_EQUIPPED","playRequirements__REQ_MINIMUM_TOTAL_MINIONS","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS","playRequirements__REQ_LEGENDARY_TARGET","playRequirements__REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT","playRequirements__REQ_FROZEN_TARGET","playRequirements__REQ_TARGET_FOR_COMBO","overload","playRequirements__REQ_MINIMUM_ENEMY_MINIONS","playRequirements__REQ_SECRET_ZONE_CAP_FOR_NON_SECRET","playRequirements__REQ_HERO_TARGET","playRequirements__REQ_FRIENDLY_TARGET","playRequirements__REQ_ENEMY_TARGET","playRequirements__REQ_MINION_TARGET","playRequirements__REQ_MUST_TARGET_TAUNTER","playRequirements__REQ_STEALTHED_TARGET","playRequirements__REQ_TARGET_WITH_DEATHRATTLE","playRequirements__REQ_NONSELF_TARGET","playRequirements__REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND","playRequirements__REQ_TARGET_IF_AVAILABLE","playRequirements__REQ_TARGET_WITH_RACE","playRequirements__REQ_NUM_MINION_SLOTS","playRequirements__REQ_TARGET_MAX_ATTACK","playRequirements__REQ_TARGET_MIN_ATTACK","playRequirements__REQ_TARGET_TO_PLAY","playRequirements__REQ_UNDAMAGED_TARGET","playerClass","race","rarity","referencedTags__001","referencedTags__002","referencedTags__003","set","spellDamage","targetingArrowText","text","type"
"","","NEUTRAL","","","","","","","40082","","","","","","","","30","","","KAR_A02_12H","","","","","","Silverware Golem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","KARA","","","","HERO"
"","6","WARLOCK","","","","","","6","1143","","","","","","","","6","","","EX1_tk34","","","","","","Infernal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","DEMON","COMMON","","","","EXPERT1","","","","MINION"
"Garrett Hanna","5","ROGUE","","","","True","","5","40441","","","","","","For 5000g, you can just give the Jade Lotus any name and they will assassinate and/or embarrass them.","","5","","","CFM_634","STEALTH","","","","","Lotus Assassin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","","EPIC","","","","GANGS","","","<b>Stealth</b>. Whenever this attacks and kills a minion, gain <b>Stealth</b>.","MINION"
"Joe Madureira & Grace Liu","","NEUTRAL","","","","","","","40735","","","KAR_073","","","","","30","","","KARA_13_06H","","","","","","Prince Malchezaar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","DEMON","","","","","KARA","","","","HERO"
"","","","","","","","","","","","","KAR_075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","KAR_076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","KAR_077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","KAR_091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","NEUTRAL","","","","","","3","40300","","","","","","","","","","","KARA_08_03H","","","","","","Nether Breath","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","KARA","","","[x]Change the Health of\nall enemy minions to 1.","SPELL"
"","","NEUTRAL","","","","","","0","25092","","","","","","","","","","","LOEA04_30a","","","","","","Take the Shortcut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","Get 1 turn closer to the Exit! Encounter a 7/7 War Golem.","SPELL"
"","","NEUTRAL","","","","","","","2657","","","","","","","","","","","TB_006e","","","","","","Big Banana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Has +2/+2.","ENCHANTMENT"
"","","PALADIN","","","","","","","1544","","","","","","","","","","","EX1_363e2","","","","","","Blessing of Wisdom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PALADIN","","","","","","EXPERT1","","","When this minion attacks, the enemy player draws a card.","ENCHANTMENT"
"Wayne Reynolds","5","MAGE","","","","True","","7","1080","","","","","True","Antonidas was the Grand Magus of the Kirin Tor, and Jaina's mentor.  This was a big step up from being Grand Magus of Jelly Donuts.","","7","","","EX1_559","","","","","","Archmage Antonidas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MAGE","","LEGENDARY","","","","EXPERT1","","","Whenever you cast a spell, add a 'Fireball' spell to your hand.","MINION"
"","","WARLOCK","","","","","","","2116","","","","","","","","45","","","NAX5_01H","","","","","","Heigan the Unclean","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","","","","","NAXX","","","","HERO"
"","","NEUTRAL","","","","","","2","42902","","","","","","","","","","","TB_SPT_MTH_BossHeroPower","AI_MUST_PLAY","","","","","Party Barracks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","<b>Hero Power</b>\nPlay a random Stormwind Partygoer.","HERO_POWER"
"","","NEUTRAL","","","","","","0","25398","","","","","","","","","","","LOEA16_8","","","","","","Putress' Vial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","Destroy a random enemy minion.","SPELL"
"Matt Gaser","","MAGE","","","","True","","6","41878","","","","","","When you absolutely, positively, have to kill all the dinosaurs.","","","","","UNG_955","","","","","","Meteor","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","MAGE","","EPIC","","","","UNGORO","","","Deal $15 damage to a minion and $3 damage to adjacent ones.","SPELL"
"","","NEUTRAL","","","","","","2","40763","","","","","","","","","","","KARA_13_13H","","","","","","Legion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","KARA","","","<b>Hero Power</b>\nSummon two 6/6 Abyssals.","HERO_POWER"
"","2","NEUTRAL","","","","","","3","42169","","","","","","","","4","","","TB_SPT_DPromoMinion2","CANT_ATTACK","","","","","Guardian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","At end of your turn, deal 2 damage to the enemies opposite this minion.","MINION"
"","","NEUTRAL","","","","","","","1739","","","","","","","","","","","CS2_074e","","","","","","Deadly Poison","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","CORE","","","+2 Attack.","ENCHANTMENT"
"Rafael Zanchetin","3","WARLOCK","","","","","","2","42753","","","","","","","","2","","","UNG_829t3","","","","","","Nether Imp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","DEMON","","","","","UNGORO","","","","MINION"
"","","NEUTRAL","","","","","","1","2317","","","","","","","","","","","BRMA02_2","","","","","","Jeering Crowd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","NEUTRAL","","","","","","BRM","","","<b>Hero Power</b>\nSummon a 1/1 Spectator with <b>Taunt</b>.","HERO_POWER"
"","","NEUTRAL","","","","","","0","25090","","","","","","","","","","","LOEA04_29b","","","","","","Investigate the Runes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","Draw 2 cards.","SPELL"
"Jakub Kasber","3","NEUTRAL","","","","True","","3","38304","","","","","","If your hero doesn't attack, it's just ""Silithid Loner"".","","5","","","OG_034","","","","","","Silithid Swarmer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","BEAST","RARE","","","","OG","","","Can only attack if your hero attacked this turn.","MINION"
"","2","NEUTRAL","","","","","","2","1639","","","","2","","","","","","","TU4e_004","","","","","","Warglaive of Azzinoth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","MISSIONS","","","","WEAPON"
"Andrew Hou","2","HUNTER","","","","True","","1","38584","","","","","","He'll always be our first.","","1","","","OG_179","DEATHRATTLE","","","","","Fiery Bat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HUNTER","BEAST","COMMON","","","","OG","","","<b>Deathrattle:</b> Deal 1 damage to a random enemy.","MINION"
"","2","NEUTRAL","","","","","","0","2389","","","","","True","","","2","","","BRMA14_3","","","","","","Arcanotron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","MECHANICAL","LEGENDARY","","","","BRM","2","","Both players have <b>Spell Damage +2</b>.","MINION"
"","3","NEUTRAL","","","","","","2","3032","","","","","True","","","2","","","CRED_32","","","","","","Jerry Mascho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","At the start of your turn, deal 1 damage. If this card is golden, deal 1 damage at the end of your turn instead. THIS IS A HAN SOLO JOKE.","MINION"
"","","NEUTRAL","","","","","","0","25400","","","","","","","","","","","LOEA16_10","","","","","","Hakkari Blood Goblet","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","NEUTRAL","","","","","","LOE","","","Transform a minion into a 2/1 Pit Snake.","SPELL"
"","","NEUTRAL","","","","","","","2441","","","","","","","","30","","","BRMA03_1H","","","","","","Emperor Thaurissan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","","HERO"
"","","NEUTRAL","","","","","","4","2351","","","BRMA09_2","","","","","","","","BRMA09_5","","","","","","Dismount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","NEUTRAL","","","","","","BRM","","","<b>Hero Power</b>\nSummon Gyth. Get a new Hero Power.","HERO_POWER"
"","","","","","","","","","","","","BRMA09_3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","BRMA09_4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","10","NEUTRAL","","","","","","10","38838","","","","","True","","","10","","","LOEA16_23H","","","","","","Lord Slitherspear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","LOE","","","At the end of your turn, summon 1/1 Hungry Naga for each enemy minion.","MINION"
"Sean O'Danield","","PRIEST","","","","True","","2","2564","","","","","","This minion is really powerful!","","","","","AT_016","","","","","","Confuse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PRIEST","","EPIC","","","","TGT","","","Swap the Attack and Health of all minions.","SPELL"
"Matt Starbuck","4","NEUTRAL","","","","True","","5","69","","ALLIANCE","","","","It's good to be a knight.   Less so to be one's squire.","","4","","","CS2_151","BATTLECRY","","","","","Silver Hand Knight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","EXPERT1","","","<b>Battlecry:</b> Summon a 2/2 Squire.","MINION"
"Jakub Kasber","1","NEUTRAL","","","","","","1","41523","","","","","","","","1","","","UNG_201t","","","","","","Primalfin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","MURLOC","","","","","UNGORO","","","","MINION"
"","","WARRIOR","","","","","","2","42164","","","","","","","","","","","TB_SPT_DPromoSecret4","SECRET","","","","","Visions of Fate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","","","","","","TB","","","<b>Secret:</b> When your opponent takes lethal damage... save him.","SPELL"
"","","NEUTRAL","","","","","","","38959","","","","","","","","","","","OG_254e","","","","","","Secretly Sated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","OG","","","Increased stats.","ENCHANTMENT"
"","","SHAMAN","","","","","","","1102","","","","","","","","","","","CS2_045e","TAG_ONE_TURN_EFFECT","","","","","Rockbiter Weapon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SHAMAN","","","","","","CORE","","","This character has +3 Attack this turn.","ENCHANTMENT"
"","","NEUTRAL","","","","","","0","1729","","","","","","","","","","","XXX_039","","","","","","Become Hogger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","CHEAT","","","Become Hogger for Video Recording.","SPELL"
"Aaron Miller","1","NEUTRAL","","","","True","","2","41318","","","","","","Stubbornly pursuing its dream to become Azeroth's fastest animal!","","2","","","UNG_808","POISONOUS","","TAUNT","","","Stubborn Gastropod","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","BEAST","COMMON","","","","UNGORO","","","<b>Taunt</b>\n  <b>Poisonous</b>","MINION"
"","5","NEUTRAL","","","","","","5","38686","","","","","True","","","5","","","LOEA16_22","","","","","","Archaedas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","LOE","","","At the end of your turn, turn a random enemy minion into a 0/2 Statue.","MINION"
"","","NEUTRAL","","","","","","","45370","","","","","","","","","","","TB_100th_001","","","","","","Valeera's Bag Enchant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Playing a spell summons a minion of that type.","ENCHANTMENT"
"Benjamin Zhang","5","DRUID","","","","","","3","2310","","","","","","","","2","","","BRM_010t","","","","","","Druid of the Flame","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","BEAST","COMMON","","","","BRM","","","","MINION"
"Konstantin Turovec","","NEUTRAL","","","","","","10","41629","","","","","","","","","","","CFM_621t33","","","","","","Felbloom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","GANGS","","","Deal $6 damage to all minions.","SPELL"
"","","PRIEST","","","","","","","2169","","","","","","","","","","","GVG_014a","","","","","","Shadowed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PRIEST","","","","","","GVG","","","Health was swapped.","ENCHANTMENT"
"Jon Neimeister","","DRUID","","","","","","0","41958","","","","","","","","","","","CFM_308a","","","","","","Forgotten Armor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","","","","","","GANGS","","","Gain 10 Armor.","SPELL"
"Matt Cavotta","2","NEUTRAL","","","","True","","2","1073","","","","","","Ambitious Knife Jugglers sometimes graduate to Bomb Jugglers.    They never last long enough to make it onto a card though.","","2","","","NEW1_019","","","","","","Knife Juggler","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","RARE","","","","EXPERT1","","","[x]After you summon a\nminion, deal 1 damage\nto a random enemy.","MINION"
"Samwise","5","NEUTRAL","","","","True","","5","1914","","","","","True","Loatheb used to be a simple Bog Beast.  This is why we need stricter regulations on mining and agriculture.","Unlocked in The Plague Quarter, in the Naxxramas adventure.","5","","Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.","FP1_030","BATTLECRY","","","","","Loatheb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","NAXX","","","<b>Battlecry:</b> Enemy spells cost (5) more next turn.","MINION"
"Konstantin Turovec","","NEUTRAL","","","","","","5","41606","","","","","","","","","","","CFM_621t17","","","","","","Stonescale Oil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","GANGS","","","Gain 7 Armor.","SPELL"
"","","WARLOCK","","","","","","","953","","","","","","","","","","","EX1_316e","","","","","","Power Overwhelming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","","","","","HOF","","","This minion has +4/+4, but will die a horrible death at the end of the turn.","ENCHANTMENT"
"Eric Braddock","4","NEUTRAL","","","","True","","3","40911","","","","","","He loves his job and would do it for free!  (But don't tell his boss!)","","3","","","CFM_653","TAUNT","","","","","Hired Gun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","GANGS","","","<b>Taunt</b>","MINION"
"","5","NEUTRAL","","","","","","4","1788","","","","","","","","6","","","NAXM_001","DEATHRATTLE","","","","","Necroknight","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","NAXX","","","<b>Deathrattle:</b> Destroy the minions next to this one as well.","MINION"
"Matt Dixon","0","ROGUE","","","","","","11","42796","","","","","","","","1","True","","UNG_065t","UNTOUCHABLE","","","","","Sherazin, Seed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","","","","","","UNGORO","","","When you play 4 cards in a turn, revive this minion.","MINION"
"Zoltan & Gabor","3","SHAMAN","","","","True","","3","2004","","","","2","","People assume that shamans control the elements, but really, they have to ask them stuff and the elements are like, ""Yeah ok, sure.""","","","","","GVG_036","DEATHRATTLE","","","","","Powermace","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SHAMAN","","RARE","","","","GVG","","","<b>Deathrattle:</b> Give a random friendly Mech +2/+2.","WEAPON"
"Daren Bader","1","NEUTRAL","","","","True","","3","67","","HORDE","","","","He likes to act like he's in charge, but the silverback matriarch actually runs things.","","4","","Unlocked at Warrior Level 53.","CS2_127","TAUNT","","","","","Silverback Patriarch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","BEAST","FREE","","","","CORE","","","<b>Taunt</b>","MINION"
"","","NEUTRAL","","","","","","2","39544","","","KAR_A10_09","","","","","","","","KAR_A10_22","","","","","","Castle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","KARA","","","<b>Hero Power</b>\n<b>Discover</b> a chess piece.","HERO_POWER"
"","","","","","","","","","","","","KAR_A10_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","KAR_A10_08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","KAR_A10_04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","KAR_A10_05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2","NEUTRAL","","","","","","2","11133","","","","","True","","","6","","","CRED_46","","","","","","Keith Landes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","At the start of your turn, get -2 Health due to hunger.","MINION"
"","","DRUID","","","","","","2","1123","","","","","","","","","","","CS2_017","","","","","","Shapeshift","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","","FREE","","","","CORE","","","<b>Hero Power</b>\n+1 Attack this turn.    +1 Armor.","HERO_POWER"
"Daren Bader","","HUNTER","","","","True","","2","1091","","","","","","Sometimes it's as simple as putting on a fake mustache and pointing at someone else.","","","","","EX1_533","SECRET","","","","","Misdirection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HUNTER","","RARE","","","","EXPERT1","","","<b>Secret:</b> When an enemy attacks your hero, instead it attacks another random character.","SPELL"
"","","NEUTRAL","","","","","","","38702","","","","","","","","","","","TB_PickYourFate_8_Ench","","","","","","Fate 8 Get Armor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","","ENCHANTMENT"
"Steve Prescott","2","NEUTRAL","","","","True","","3","1016","","","","","","They can see the future.   In that future both players draw more cards.   Spoooky.","","2","","","EX1_050","BATTLECRY","","","","","Coldlight Oracle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","MURLOC","RARE","","","","EXPERT1","","","<b>Battlecry:</b> Each player draws 2 cards.","MINION"
"Alex Horley Orlandelli","5","DRUID","","","","True","","7","41262","","","","","","Must be something it ate.","","3","","","UNG_086","DEATHRATTLE","","","","","Giant Anaconda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","BEAST","EPIC","","","","UNGORO","","","<b>Deathrattle:</b> Summon a minion from your hand with 5 or more Attack.","MINION"
"","","NEUTRAL","","","","","","1","25277","","","","","","","","","","","LOEA07_28","","","","","","Repairs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","NEUTRAL","","","","","","LOE","","","Restore 10 Health.","SPELL"
"","","NEUTRAL","","","","","","","1584","","","","","","","","","","","XXX_009e","","","","","","Empty Enchant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","CHEAT","","","This enchantment does nothing.","ENCHANTMENT"
"","","NEUTRAL","","","","","","0","38288","","","","","","","","","","","TB_CoOpBossSpell_3","","","","","","Release Coolant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Freeze and deal Attack damage to all minions.\nGain 2 Attack.","SPELL"
"Alex Garner","","MAGE","","","","True","","3","621","","","","","","This is Rank 1.  Rank 2 is Chocolate Milk Barrier.","","","","","EX1_289","SECRET","","","","","Ice Barrier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MAGE","","COMMON","","","","EXPERT1","","","<b>Secret:</b> When your\nhero is attacked,\ngain 8 Armor.","SPELL"
"","10","NEUTRAL","","","","","","10","45420","","","","","True","","","10","","","CRED_66","","","","","","Jason DeFord","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","<i>Ensure a better foundation by blowing up the old one!</i>","MINION"
"Dan Scott","","HUNTER","","","","","","","41127","","","","","","","","","","","CFM_026e","","","","","","Smuggling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HUNTER","","","","","","GANGS","","","+2/+2 from Hidden Cache.","ENCHANTMENT"
"Dany Orizio","4","NEUTRAL","","","","True","","5","1797","","","","","True","Feugen is sad because everyone likes Stalagg better.","Unlocked in The Construct Quarter, in the Naxxramas adventure.","7","","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.","FP1_015","DEATHRATTLE","","","","","Feugen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","NAXX","","","<b>Deathrattle:</b> If Stalagg also died this game, summon Thaddius.","MINION"
"Alex Horley Orlandelli","2","NEUTRAL","","","","True","","4","763","","ALLIANCE","","","","You wouldn’t think that Argus would need this much defending.  But it does.","","3","","","EX1_093","BATTLECRY","","","","","Defender of Argus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","RARE","TAUNT","","","EXPERT1","","","<b>Battlecry:</b> Give adjacent minions +1/+1 and <b>Taunt</b>.","MINION"
"","","NEUTRAL","","","","","","","2450","","","","","","","","30","","","BRMA07_1H","","","","","","Highlord Omokk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","","HERO"
"Glenn Rane","5","NEUTRAL","","","","True","","6","1721","","","","","True","Sylvanas was turned into the Banshee Queen by Arthas, but he probably should have just killed her because it just pissed her off.","","5","","","EX1_016","DEATHRATTLE","","","","","Sylvanas Windrunner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","HOF","","","<b>Deathrattle:</b> Take\ncontrol of a random\nenemy minion.","MINION"
"Blizzard Entertainment","","NEUTRAL","","","","","","2","41491","","","","","","","","","","","UNG_851t1","","","","","","Un'Goro Pack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","UNGORO","","","Add 5 <b>Journey to Un'Goro</b> cards to your hand.","SPELL"
"","","NEUTRAL","","","","","","0","40545","","","","","True","","","","","","TB_CoOpv3_012","","","","","","Immolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Deal 4 damage to each hero.","SPELL"
"","","NEUTRAL","","","","","","0","25401","","","","","","","","","","","LOEA16_11","ImmuneToSpellpower","","","","","Crown of Kael'thas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","Deal $10 damage randomly split among ALL characters.","SPELL"
"Nate Bowden","5","ROGUE","","","","True","","4","1810","","","","","","Originally he was called ""Anub'ar Guy who bounces a guy back to your hand"", but it lacked a certain zing.","Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","5","","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.","FP1_026","DEATHRATTLE","","","","","Anub'ar Ambusher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","","COMMON","POISONOUS","","","NAXX","","","<b>Deathrattle:</b> Return a random friendly minion to your hand.","MINION"
"Konstantin Turovec","","NEUTRAL","","","","","","5","41620","","","","","","","","","","","CFM_621t24","","","","","","Goldthorn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","GANGS","","","Give your minions +4 Health.","SPELL"
"Eric Braddock","8","ROGUE","","","","True","","9","2586","","","","","True","Was actually a pretty nice guy before, you know, the whole Lich King thing.","","4","","","AT_036","DEATHRATTLE","","","","","Anub'arak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","","LEGENDARY","","","","TGT","","","<b>Deathrattle:</b> Return this to your hand and summon a 4/4 Nerubian.","MINION"
"Doug Alexander","3","NEUTRAL","","","","True","","3","608","","","","","","They always have a spare flask of Sunwell Energy Drink™!","","2","","Unlocked at Priest Level 53.","EX1_019","BATTLECRY","","","","","Shattered Sun Cleric","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","0","","","","","","","NEUTRAL","","FREE","","","","CORE","","Give +1/+1.","<b>Battlecry:</b> Give a friendly minion +1/+1.","MINION"
"","","NEUTRAL","","","","","","1","2105","","","","","","","","","","","NAX2_03H","ImmuneToSpellpower","","","","","Rain of Fire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","NAXX","","","<b>Hero Power</b>\nFire a missile for each card in your opponent's hand.","HERO_POWER"
"Brian Despain","6","NEUTRAL","","","","True","","6","1686","","","","","","""ME HAVE GOOD STATS FOR THE COST""","","7","","Unlocked at Warlock Level 51.","CS2_200","","","","","","Boulderfist Ogre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","FREE","","","","CORE","","","","MINION"
"Alex Horley Orlandelli","","NEUTRAL","","","","","","4","39638","","","","","","","","","","","KARA_07_06","","","","","","Demons Loose!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","KARA","","","Summon a random Demon.","SPELL"
